,Unnamed: 0,Unnamed: 0.1,Creation date,Business Id,Location name,Group Id,Group name,Business Code,Address,City,Platform,Deleted,Timezone,Rating,Response date,template_used,Recommended,Response date.1,template_used.1,Number of comments,Rating.1,Response date.2,Langues,Content_clean,Response_clean,Response_1_clean,Response_2_clean,scores,compound,comp_score,Topic,topic_ntm,topic,topic label
25965,45182,45182,2021-06-20 18:17:50,565c8ee63440cd4d3f481a5d,Castorama,2218.0,SUD,1504,600 rue Du Bon Vent,Avignon,GOOGLE_MY_BUSINESS,No,Europe/Paris,1.0,2021-06-21 19:29:49,Avis remonté,,,,,,,FRENCH,manque sérieuxde professionnalisme drive attente très longue drive fonctionnait personne signaler fausse pub internet mauvaise foi salariés demande dirigeants première visite chez castorama très déçu ny remettrai jamais pieds pense être seul merci castorama dégoûter gen,bonjour remi sincèrement désolés cette expérience magasin comprenons mécontentement prenons compte commentaire afin remonter service concernés bonne journée sandra castorama,,,"{'neg': 0.313, 'neu': 0.577, 'pos': 0.109, 'compound': -0.8357}",-0.8357,tres negatif,1,Vendeurs,2,livraison
26029,45320,45320,2021-06-19 18:58:39,565c8ee43440cd4d3f481a19,Castorama,2212.0,PARIS SUD,1497,76 route nationale 10,Coignieres,GOOGLE_MY_BUSINESS,No,Europe/Paris,1.0,2021-06-20 8:53:05,"Problème avec le personnel (amabilité,  indisponibilité)",,,,,,,FRENCH,plupart jeunes travaillent prennent temp client certains désagréable dirais quils soulés detre disponible,bonjour magou ciulibaly sincèrement navré lexpérience décrivez avis correspond rien engagement nhésitez faire part membre direction lors dune prochaine visite heureux déchanger améliorer satisfaction client a très vite olivier castorama,,,"{'neg': 0.343, 'neu': 0.562, 'pos': 0.096, 'compound': -0.6597}",-0.6597,tres negatif,1,Vendeurs,1,personnel
26043,45346,45346,2021-06-19 16:35:24,565c8ee33440cd4d3f4819e1,Castorama,2218.0,SUD,1445,centre commercial Carrefour Grand Vitrolles,Vitrolles,GOOGLE_MY_BUSINESS,No,Europe/Paris,1.0,2021-06-21 10:17:27,Problème de contact,,,,,,,FRENCH,commande passée payé jour délais annoncés 2 semaines fin 3 semaines sans nouvelles part saisis téléphone 1h30 écouter disque réponse inadmissible enseigne comme vôtre désolant cela explique pourquoi nai carte magasin contrairement lm,bonjour navré parvenu joindre sachez service client national également disposition pourra répondre téléphone toutes demandes lundi samedi 9h 20h 0974750174 prix dun appel local léquipe castorama,,,"{'neg': 0.221, 'neu': 0.75, 'pos': 0.03, 'compound': -0.8118}",-0.8118,tres negatif,2,Vendeurs,2,livraison
26063,45395,45395,2021-06-19 12:27:10,565c8ee33440cd4d3f4819e7,Castorama,2215.0,NOUVELLE AQUITAINE,1459,ZAC De Belle Aire,Aytre,GOOGLE_MY_BUSINESS,No,Europe/Paris,1.0,2021-06-20 10:27:00,1-2-3 étoiles,,,,,,,FRENCH,oublié sen service expérience client très mauvaise accueil zéro conseils nuls zéro motivation hôtesse accueil impolie ni bonjour ni revoir préférons celui niort largement,bonjour pascale pineau paraissez déçu dernière visite chez castorama avis compte beaucoup toute léquipe magasin disposition afin dissiper doutes satisfaire attentes place téléphone retrouvez également coordonnées service client national lien httpsbitly3t62fea a très vite léquipe castorama,,,"{'neg': 0.323, 'neu': 0.523, 'pos': 0.154, 'compound': -0.6997}",-0.6997,tres negatif,1,Vendeurs,0,Magasin
26068,45404,45404,2021-06-19 11:32:52,565c8ee33440cd4d3f4819f9,Castorama,2218.0,SUD,1447,168 avenue Robert Brun,La Seyne Sur Mer,GOOGLE_MY_BUSINESS,No,Europe/Paris,1.0,2021-06-21 7:10:07,1-2-3 étoiles,,,,,,,FRENCH,personnel incompétent désagréables mériteraient dêtre remplacer personnel moins glandeurs,bonjour madame anna crepin insatisfait dernière visite magasin équipe souhaiterait discuter faire part inquiétudes remarques invite prendre contact téléphone 0494102768 prenez soin,,,"{'neg': 0.493, 'neu': 0.507, 'pos': 0.0, 'compound': -0.7783}",-0.7783,tres negatif,0,Vendeurs,1,personnel
26072,45412,45412,2021-06-19 11:13:39,565c8ee63440cd4d3f481a6b,Castorama,2211.0,PARIS NORD,1455,rue Jean Monnet,Claye Souilly,GOOGLE_MY_BUSINESS,No,Europe/Paris,1.0,2021-06-19 13:53:40,Remarques sur les prix du produit ,,,,,,,FRENCH,magasin éviter tarif exorbitant vraie arnaque vérifier tout tarifs internet avant dacheter,bonjour djino pérou navré cette impression suite achat sachez si trouvez moins cher ailleurs castorama sengage rembourser 2 fois différence trouverez plus dinformations lien httpswwwcastoramafrnosengagementsprix a bientôt vincent castorama clayesouilly,,,"{'neg': 0.333, 'neu': 0.667, 'pos': 0.0, 'compound': -0.6124}",-0.6124,tres negatif,1,Vendeurs,0,Magasin
26075,45419,45419,2021-06-19 10:33:52,565c8ee43440cd4d3f481a01,Castorama,2216.0,OCCITANIE,1480,2 rue Du Commerce,Saint Orens De Gameville,GOOGLE_MY_BUSINESS,No,Europe/Paris,2.0,2021-06-28 7:41:15,,,,,,,,FRENCH,colère deuxième fois peux faire découper planches car horaires latelier découpes aléatoires impossible prévoir pourquoi peut comme chez concurrents faire découper planches horaires douverture magasin bref venu rien cest dernière fois personnel contre très sympathique lécoute,bonjour marc conscients problème travaillons former nouveaux collaborateurs service découpe boisverre bien évidemment souhaitons service ouvert totalité plage horaire magasin plus rapidement possible merci retour positif collaborateurs pascal relation client castorama st orens,,,"{'neg': 0.141, 'neu': 0.816, 'pos': 0.043, 'compound': -0.6072}",-0.6072,tres negatif,1,Vendeurs,0,Magasin
26080,45424,45424,2021-06-19 10:01:07,565c8ee53440cd4d3f481a2d,Castorama,2213.0,OUEST,1498,2 avenue Jacques Chaban Delmas,Quimper,GOOGLE_MY_BUSINESS,No,Europe/Paris,1.0,2021-06-19 17:53:36,Excuses,,,,,,,FRENCH,cherche joindre magasin quimper 3 fois raccroche nez après 5 minute dattente boîte vocales insupportable cest grave dautre magasin vendent cuisine,bonjour merci avoir informé problème allons prendre mesures nécessaires afin désagrément reproduise plus présentons toutes excuse gêne occasionnée cordialement lionel castorama,,,"{'neg': 0.277, 'neu': 0.723, 'pos': 0.0, 'compound': -0.7096}",-0.7096,tres negatif,2,Vendeurs,2,livraison
26118,45508,45508,2021-06-18 16:32:23,565c8ee53440cd4d3f481a31,Castorama,2216.0,OCCITANIE,1435,42 chemin Du Capouchiné,Nîmes,GOOGLE_MY_BUSINESS,No,Europe/Paris,1.0,2021-06-21 6:09:20,Excuses,,,,,,,FRENCH,personnel destockage très désagréables javais repéré portail 2 pièces aluminium demandé réserver temp daller lintérieur magasin acheter sangles afin pouvoir placer galerie voiture leurs réponses époustouflé non catégorique aucuns aider porter portail aluminium 150 large 170 2 ventauxde hauteur personne nont plus maider mettre galerie voiture bref my verront plus,bonjour merci avoir informé problème allons prendre mesures nécessaires afin désagrément reproduise plus présentons toutes excuse gêne occasionnée cordialement sébastien castorama,,,"{'neg': 0.116, 'neu': 0.809, 'pos': 0.075, 'compound': -0.6011}",-0.6011,tres negatif,1,Vendeurs,0,Magasin
26131,45541,45541,2021-06-18 13:31:27,565c8ee23440cd4d3f4819c7,Castorama,2217.0,AUVERGNE RHONE ALPES,1414,centre commercial Carrefour,Givors,GOOGLE_MY_BUSINESS,No,Europe/Paris,1.0,2021-03-05 15:58:22,1-2-3 étoiles,,,,,,,FRENCH,inutile commander via drive commande non prête fait prendre rendezvous ligne heure rendezvous rien na préparé vendeur cherche péniblement article perte temp,bonjour marlène didier semblez déçu magasin équipes aimeraient savoir plus nhésitez donc rencontrer membre direction lors prochaine visite satisfaction priorité cœur partager proposer solution adaptée a très bientôt léquipe decastorama,,,"{'neg': 0.343, 'neu': 0.573, 'pos': 0.084, 'compound': -0.7695}",-0.7695,tres negatif,2,Vendeurs,2,livraison
26133,45546,45546,2021-06-18 13:19:29,565c8ee23440cd4d3f4819c5,Castorama,2213.0,OUEST,1411,2 rue Hélène Boucher,Orvault,GOOGLE_MY_BUSINESS,No,Europe/Paris,1.0,2021-06-28 8:36:53,,,,,,,,FRENCH,magasin vieillissant donne vraiment envie dacheter conseillers incompétents nen sait plus queux après 5min net savent où produits rejettent balle entre lintérieur magasin cours matériaux génial quantités notés disponibles site internet mi jour régulièrement service commande impossible joindre téléphone catastrophe,bonjour maxime huchon remercions davoir pris temp partager remarques sincèrement désolés lexpérience établissement réitérant toutes excuse souhaitons bonne journée léquipe castorama,,,"{'neg': 0.234, 'neu': 0.675, 'pos': 0.091, 'compound': -0.802}",-0.802,tres negatif,1,Vendeurs,2,livraison
26144,45561,45561,2021-06-18 11:32:59,565c8ee53440cd4d3f481a4f,Castorama,2210.0,NORD,1477,Centre Commercial,Haubourdin,GOOGLE_MY_BUSINESS,No,Europe/Paris,1.0,2021-06-18 14:51:53,Mauvaise expérience ,,,,,,,FRENCH,nul comme habitude personnel incompétent rendre magasin rend malade,bonjour laurent blazejewski remercions davoir pris temp partager remarques sincèrement désolés lexpérience ave z établissement reste disponible boite mail fredericdelaitre1castoramafr échanger insatisfaction réitérant toutes excuse souhaitons bonne journée léquipe castorama,,,"{'neg': 0.52, 'neu': 0.48, 'pos': 0.0, 'compound': -0.6705}",-0.6705,tres negatif,1,Vendeurs,1,personnel
26169,45606,45606,2021-06-18 1:39:37,565c8ee53440cd4d3f481a3d,Castorama,2218.0,SUD,1474,avenue De Draguignan,La Garde,GOOGLE_MY_BUSINESS,Yes,Europe/Paris,1.0,2021-06-15 8:27:05,Avis remonté,,,,,,,FRENCH,quand arrêterez donner factures presques illisibles elles tellement pale peux photocopier deviennent illisibles bout quelques mois empêchant tout recours sou garantie si besoin car inutilisable scandale achetez encre imprimante arrêtez moquer client garanties inutilisables a annees achetais plus chez car bien quand venu voir factures volets électriques fenêtres robinetteries défaillantes pouvant justifier achats chez pseudo factures illisibles entendre dire accueil réponses débiles fallait photocopierpauvre andouilles lieu confondre excuse,bonjour sincèrement désolés cette expérience magasin comprenons mécontentement prenons compte commentaire afin remonter service concernés possibilité si possédé carte fidélité daccéder directement lapplication rééditer ticket bénéficier lextension garantie bonne journée léquipe castorama,,,"{'neg': 0.154, 'neu': 0.787, 'pos': 0.059, 'compound': -0.8046}",-0.8046,tres negatif,2,Magasin,0,Magasin
26222,45695,45695,2021-06-17 11:34:23,565c8ee53440cd4d3f481a4f,Castorama,2210.0,NORD,1477,Centre Commercial,Haubourdin,GOOGLE_MY_BUSINESS,No,Europe/Paris,1.0,2021-06-17 16:26:11,Mauvaise expérience ,,,,,,,FRENCH,personnel désagréable énormément produits sans balisage prix conseil lamentable oriente rayon alors nest bon déconseil fortement,bonjour maximilien thomas remercions davoir pris temp partager remarques sincèrement désolés lexpérience établissement reste disponible échanger fredericdelaitre1castoramafr réitérant toutes excuse souhaitons bonne journée léquipe castorama,,,"{'neg': 0.362, 'neu': 0.447, 'pos': 0.191, 'compound': -0.6372}",-0.6372,tres negatif,1,Vendeurs,1,personnel
26223,45697,45697,2021-06-17 11:23:14,565c8ee43440cd4d3f481a27,Castorama,2212.0,PARIS SUD,1457,6-8 avenue De L'Océanie,Les Ulis,GOOGLE_MY_BUSINESS,No,Europe/Paris,2.0,2021-06-17 12:16:20,Attente,,,,,,,FRENCH,retrait marchandise catastrophique 1h 20 dattente 3 interlocuteurs différents apprendre quil nest disponible alors quon dit quon préparait 1h20 dattente enfant ba age plus dernier interlocuteur très désagréable obliger retourner lintérieur commander attendre 15 jr réception faut 1h20 sappercevoir quun article nest disponible jétais là seule point retrait effectivement midi peut être bonne heure personne sen inquièté enfant,bonjour gaby boete navré sentiment suite visite sachez faisons maximum rendre disponible face type situation nhésitez demander cadre permanence magasin pourra très certainement trouver solution pouvez contacter ladresse mail suivante précisant numéro commande sébastienbaot1castoramafr tous ca merci davoir pris temp partager avis jespère expérience meilleure lors prochaine visite a bientôt léquipe castorama,,,"{'neg': 0.166, 'neu': 0.706, 'pos': 0.128, 'compound': -0.7333}",-0.7333,tres negatif,2,Vendeurs,0,Magasin
26230,45706,45706,2021-06-17 10:32:50,565c8ee43440cd4d3f481a0f,Castorama,2216.0,OCCITANIE,1476,rue Gustave Flaubert,Blagnac,GOOGLE_MY_BUSINESS,No,Europe/Paris,1.0,2021-06-18 18:27:16,,,,,,,,FRENCH,bonjour outré lattitude directeur magasin jai acheté promo tondeuse hyundai 15032021 pour209 euro après avoir attendu plus dun mois livraison annoncée catalogue forcé lacheter blagnac lieu lunion magasin plus proche chez après peine 2 utilisation tondeuse sest mise vibrer très fort fait boulons carter nétaient serrés plus support bac sest usé anormalement rapporte tondeuse sav constate défauts dit quil faudra attendre 5 semaines récupère confiance sav vais tondre grand désastre tondeuse na réparée retour magasin jai 70 an tondeuse lourde responsable secteur dit tondeuse a pris très gros choc donc irréparable faisant fier devant collègueje demande faire avoir jétais prêt acheter autre meilleure qualité car celle javais achetée défectueuse jécris requête directeur magasin blagnac lettre recommandée accusé réception 14 mai 2021qui a réceptionnée 19mai depuis reponse donc solutionmon herbe continue pousser demande responsable changer tondeuse défectueuse faire avoir immédiatement cest moindre choses après tous désagréments sentiment davoir méprisé,bonjour monsieur benjamin lenormand expérience magasin na hauteur attentes présentons toutes excuse objectif damélioration continue coeur tout mettre oeuvre satisfaire client équipe met relation concernant prise charge dossier restons disposition souhaitons bon weekend cordialement léquipe castorama,,,"{'neg': 0.163, 'neu': 0.702, 'pos': 0.134, 'compound': -0.6192}",-0.6192,tres negatif,2,Vendeurs,2,livraison
26235,45713,45713,2021-06-17 10:04:38,565c8ee23440cd4d3f4819c9,Castorama,2215.0,NOUVELLE AQUITAINE,1499,avenue De Paris,Lormont,GOOGLE_MY_BUSINESS,No,Europe/Paris,1.0,2021-06-18 16:48:27,Excuses,,,,,,,FRENCH,franchement cest première fois vient très mal reçue vendeurs passant caisse dernière fois voulait acheter cuisine très mal reçue voulu faire vente coup a impec coup a castorama bègles làbas très bien servi franchement franchement perdez client faut faire quelque chose,bonjour merci avoir informé problème allons prendre mesures nécessaires afin désagrément reproduise plus présentons toutes excuse gêne occasionnée cordialement marielle castorama,,,"{'neg': 0.22, 'neu': 0.748, 'pos': 0.032, 'compound': -0.7778}",-0.7778,tres negatif,1,Magasin,0,Magasin
26237,45717,45717,2021-06-17 9:35:34,565c8ee23440cd4d3f4819c9,Castorama,2215.0,NOUVELLE AQUITAINE,1499,avenue De Paris,Lormont,GOOGLE_MY_BUSINESS,No,Europe/Paris,1.0,2021-06-18 16:49:32,Mauvaise expérience ,,,,,,,FRENCH,très mauvais magasins service commande ligne très très mauvais annule commande dernier moment pub dit lon peut venir chercher produits commander quand veux lheure quon veux cest mensonge preuve car date butoir 7 jours delà commande annulée narrive joindre service client ainsi 09 quil propose très très nul castorama pub mensongère inadmissible vais faire pub femme téléphone après 1 semaines essayer dappeler dit cest comme ça ya rien faire bien bien alors dite quon peux venir quand veux car cest faux,bonjour alexandra remercions davoir pris temp partager remarques sincèrement désolés lexpérience établissement réitérant toutes excuse souhaitons bonne journée léquipe castorama,,,"{'neg': 0.206, 'neu': 0.794, 'pos': 0.0, 'compound': -0.9321}",-0.9321,tres negatif,2,Magasin,2,livraison
26239,45723,45723,2021-06-17 9:00:03,565c8ee53440cd4d3f481a43,Castorama,2214.0,EST,1478,150 route De Richwiller,Kingersheim,GOOGLE_MY_BUSINESS,No,Europe/Paris,2.0,2021-06-17 9:18:41,Remarque Stock (1),,,,,,,FRENCH,très déçu commande salon jardin ligne marquée stock a récupérer magasin kingersheim lendemain reçois mail mindiquant commande annulé car disposent plus produit peux trouver autre magasin castorama département moindre choses commander autre magasin afin puisse récupérer a kingersheim commande aucun geste commercial très dommage,bonjour marion gb stock magasin mi jour quotidiennement arrive parfois produits vendus entre temp navré nayez pu trouver larticle souhaité lors achat ligne sachez équipes apportent améliorations système permanence afin présenter information plus justes possible jespère constaterez vousmême lors prochains achats nhésitez contacter afin puissions proposer solution magasin très vite fabien castorama,,,"{'neg': 0.154, 'neu': 0.846, 'pos': 0.0, 'compound': -0.7569}",-0.7569,tres negatif,2,Vendeurs,2,livraison
26265,45763,45763,2021-06-17 1:32:25,565c8ee43440cd4d3f481a05,Castorama,2216.0,OCCITANIE,1446,2 route De Francazal,Portet Sur Garonne,GOOGLE_MY_BUSINESS,Yes,Europe/Paris,1.0,2020-01-16 15:35:34,,,,,,,,ENGLISH,nai a plaindre magasin casto générale partenaire needelp cet entreprise lorsquil a litige ignore tout simplement tout gardant argent castorama nose recontacter suite a mécontentement frizbiz partenaire leroy merlin 100 fois plus correct,bonjour expérience dachat magasin na hauteur attentes regrette men excuse propose contacter magasin afin déchanger autour insatisfaction plaisir rencontrer très prochainement magasin xavier directeur magasin,,,"{'neg': 0.247, 'neu': 0.753, 'pos': 0.0, 'compound': -0.8313}",-0.8313,tres negatif,2,Vendeurs,0,Magasin
26273,45784,45784,2021-06-16 19:10:27,565c8ee53440cd4d3f481a45,Castorama,2217.0,AUVERGNE RHONE ALPES,1468,128 b rue Lépine,Viriat,GOOGLE_MY_BUSINESS,No,Europe/Paris,4.0,2021-06-17 5:33:40,,,,,,,,FRENCH,garçon sest occupé rayon table chaise aujourdhui mercredi 16 juin a dune totale incompétence soccupait plusieurs personnes temp jai dû attendre 1h30 faire servir 14 chaise colère,bonjour mme lannaud sincèrement navrée lexpérience décrivez avis correspond rien engagement recrutons saison renforts font maximum servir renseigner clientèle malgré faible expérience nhésitez faire part membre direction lors dune prochaine visite a très vite charline castorama,,,"{'neg': 0.216, 'neu': 0.741, 'pos': 0.043, 'compound': -0.8011}",-0.8011,tres negatif,2,Vendeurs,0,Magasin
26281,45797,45797,2021-06-16 18:16:40,565c8ee33440cd4d3f4819d7,Castorama,2216.0,OCCITANIE,1471,3 avenue De Toulouse,L'Union,GOOGLE_MY_BUSINESS,No,Europe/Paris,1.0,2021-06-16 18:28:21,,,,,,,,FRENCH,1 étoile car impossible den mettre zéro commande passée payée magasin 2 étagères garage 28052021 commande dite disponible a partir 06062021 plusieurs appels passés service commande savoir commande jamais aucune réponse après 16 minute a attendre ça raccroche automatiquement a jour 16062021 toujours aucune nouvelle service commande commande réglée obligé déplacer magasin avoir réponse a fuir commandes reste si service client,bonjour expérience dachat magasin na hauteur attentes regrette propose contacter magasin afin déchanger autour insatisfaction plaisir rencontrer très prochainement magasin xavier directeur magasin,,,"{'neg': 0.11, 'neu': 0.868, 'pos': 0.022, 'compound': -0.7067}",-0.7067,tres negatif,2,Vendeurs,2,livraison
26296,45823,45823,2021-06-16 16:22:29,565c8ee63440cd4d3f481a5b,Castorama,2210.0,NORD,1507,ZAC Les Longères Des Haies,Saint Maximin,GOOGLE_MY_BUSINESS,No,Europe/Paris,1.0,2021-06-18 13:34:36,Précisions ?,,,,,,,FRENCH,1er appel bout 9 minute répond passe conseiller lappel coupé 2ème appel réponse bout 22 minute service dinformation national incompétent donner information stock locale service local inexistant a fuir,cher client remercions fidélité davoir pris temp écrire navrés retour prenons note améliorer bonne journée christine castorama,,,"{'neg': 0.228, 'neu': 0.772, 'pos': 0.0, 'compound': -0.7901}",-0.7901,tres negatif,2,Vendeurs,2,livraison
26310,45844,45844,2021-06-16 14:44:39,565c8ee63440cd4d3f481a57,Castorama,2215.0,NOUVELLE AQUITAINE,1513,route De Bordeaux,Angouleme,GOOGLE_MY_BUSINESS,No,Europe/Paris,1.0,2021-06-17 14:09:18,Problème avec le personnel / Réclamation,,,,,,,FRENCH,commande passée magasin 27042021 dun meuble salle bain nai jamais reçu car colis perdu ça peut arriver jannule donc commande accord castorama 07052021 sauf 16062021 5 appels depuis service client toujours aucun remboursement jour d1 mois après car colis toujours perdu nest absolument soucis cest juste honte service plus déplorable franchement fuir,bonjour aurélie ricome nhésitez menvoyer coordonnées complètes ainsi numéro commande mail ladresse loetitianeveucastoramafr chargerai proposer solution bonne journée loetitia castorama,,,"{'neg': 0.129, 'neu': 0.771, 'pos': 0.1, 'compound': -0.6023}",-0.6023,tres negatif,2,Vendeurs,2,livraison
26319,45858,45858,2021-06-16 13:10:22,565c8ee53440cd4d3f481a53,Castorama,2217.0,AUVERGNE RHONE ALPES,1465,Zone De La Bouvarde,Annecy,GOOGLE_MY_BUSINESS,No,Europe/Paris,1.0,2021-06-17 13:33:48,Avis remonté,,,,,,,FRENCH,dommage dêtre obligée mettre étoile bravo castorama refuse lentrée chiens compris bra comme va laisser voiture vu températures définitivement perdu client honte interdiction incompréhensibles jours,bonjour véronique sincèrement désolés cette expérience magasin comprenons mécontentement prenons compte commentaire afin remonter service concernés bonne journée emmanuel castorama,,,"{'neg': 0.352, 'neu': 0.484, 'pos': 0.164, 'compound': -0.7184}",-0.7184,tres negatif,1,Vendeurs,0,Magasin
26332,45877,45877,2021-06-16 11:39:30,565c8ee33440cd4d3f4819d7,Castorama,2216.0,OCCITANIE,1471,3 avenue De Toulouse,L'Union,GOOGLE_MY_BUSINESS,No,Europe/Paris,1.0,2021-06-17 4:07:17,,,,,,,,FRENCH,magasin doté dun certain nombre personnes nont vraiment envie travailler surtout quand femme enceinte 8 mois va retirer colis 60 kilo alors quelle demande laide dun homme quon répond gentiment quils nont droit daider client heureusement nétais compagne jour car pense colis monsieur fainéant car ny a dautres mot aller apprendre comment mappelle si personnes veulent travailler quils aillent faire autre chose jespère direction magasin va faire quil faut honteux voir ça,bonjour expérience dachat magasin na hauteur attentes regrette propose contacter magasin afin déchanger autour insatisfaction plaisir rencontrer très prochainement magasin xavier directeur magasin,,,"{'neg': 0.127, 'neu': 0.83, 'pos': 0.043, 'compound': -0.7901}",-0.7901,tres negatif,1,Vendeurs,0,Magasin
26335,45887,45887,2021-06-16 11:09:51,565c8ee63440cd4d3f481a71,Castorama,2213.0,OUEST,1426,route De La Côte De Nacre,St Nazaire,GOOGLE_MY_BUSINESS,No,Europe/Paris,1.0,2021-07-10 7:47:35,Avis remonté,,,,,,,FRENCH,bonjour très déçu personnel magasin catastrophe incompétent peu écoute limite dérange déconseille magasin a fuir avant ça fermeture éminente,bonjour fabien sincèrement désolés cette expérience magasin comprenons mécontentement prenons compte commentaire afin remonter service concernés bonne journée ingrid castorama,,,"{'neg': 0.53, 'neu': 0.394, 'pos': 0.076, 'compound': -0.9161}",-0.9161,tres negatif,1,Vendeurs,1,personnel
26347,45907,45907,2021-06-16 9:44:02,565c8ee23440cd4d3f4819c5,Castorama,2213.0,OUEST,1411,2 rue Hélène Boucher,Orvault,GOOGLE_MY_BUSINESS,No,Europe/Paris,1.0,2021-06-17 6:37:27,Mauvaise expérience ,,,,,,,FRENCH,site indique stock produit alors quil ny a plus rien quils font inventaire sans prévenir bravo merci 40 km sans avoir produit,bonjour bruno vaslin remercions davoir pris temp partager remarques sincèrement désolés lexpérience ave z établissement réitérant toutes excuse souhaitons bonne journée léquipe castorama,,,"{'neg': 0.195, 'neu': 0.759, 'pos': 0.046, 'compound': -0.6162}",-0.6162,tres negatif,1,Vendeurs,0,Magasin
26374,45954,45954,2021-06-16 4:26:36,565c8ee53440cd4d3f481a4d,Castorama,2218.0,SUD,1484,quartier Les Salles,Frejus,GOOGLE_MY_BUSINESS,No,Europe/Paris,1.0,2021-06-16 7:11:30,Amélioration,,,,,,,OCCITAN,catastrophe service après vente nul,bonjour joel sincèrement désolés dû faire face cette situation espérons lors prochaine venue pourrez constater éléments négatifs corrigés plaisir accueillir prochainement hauteur attentes bonne journée léquipe castorama,,,"{'neg': 0.663, 'neu': 0.337, 'pos': 0.0, 'compound': -0.7096}",-0.7096,tres negatif,2,Vendeurs,2,livraison
26375,45956,45956,2021-06-16 2:33:27,565c8ee63440cd4d3f481a79,Castorama,2210.0,NORD,1500,route nationale 31,Thillois,GOOGLE_MY_BUSINESS,Yes,Europe/Paris,1.0,2021-06-05 21:38:40,,,,,,,,ENGLISH,cela fait 5 mois jai commandé spa intex nai toujours possession comprends parfaitement problèmes dapprovisionnement actuels rencontre magasin fournisseur pénurie composants électroniques pvc comprends cest manque communication vendeurs pire nêtre pris considération jai appelé 3 fois rendu place réponse chaque fois va contacter ie fournisseur puis aucun retour faché téléphone semaine dernière faire rentrer dedans vendeur comprenait agacement rappelons celuici a su passer commande article rupture magasin a su encaissé chèque 1000 ca trouve relationnel client pitoyable bref jattends rage,bonjour mr jeancharles montigny navré lexpérience dont faites part commentaire donne adresse mail personnel afin puissions échanger ensemble nurcansenyurtcastoramafr directrice magasin thillois,,,"{'neg': 0.208, 'neu': 0.777, 'pos': 0.016, 'compound': -0.9273}",-0.9273,tres negatif,2,Vendeurs,2,livraison
26393,45991,45991,2021-06-15 17:16:17,565c8ee43440cd4d3f481a09,Castorama,2216.0,OCCITANIE,1442,route De Ganges,St Clement De Riviere,GOOGLE_MY_BUSINESS,No,Europe/Paris,1.0,2021-06-18 15:33:31,Amélioration,,,,,,,FRENCH,service après vente zéro retard livraison produits manquants commande pourtant payés font commande produits manquants demandent payer nouveau,bonjour léa merci davoir pris temp faire part avis malgré cette expérience particulière assuré faisons maximum apporter solution tous client pourriez être plus précise concerne problème sincèrement désolés dû faire face cette situation cordialement romain castorama,,,"{'neg': 0.333, 'neu': 0.667, 'pos': 0.0, 'compound': -0.6124}",-0.6124,tres negatif,2,Vendeurs,2,livraison
26407,46010,46010,2021-06-15 16:00:57,565c8ee33440cd4d3f4819d9,Castorama,2212.0,PARIS SUD,1473,centre commercial Pince Vent,Chennevieres Sur Marne,GOOGLE_MY_BUSINESS,No,Europe/Paris,2.0,2021-06-17 14:42:26,1-2-3 étoiles,,,,,,,FRENCH,manque cruellement personnel produit,bonjour sébastien bouvet semblez déçu magasin équipes aimeraient savoir plus nhésitez donc rencontrer membre direction lors prochaine visite satisfaction priorité cœur partager proposer solution adaptée a très bientôt léquipe magasin,,,"{'neg': 0.718, 'neu': 0.282, 'pos': 0.0, 'compound': -0.6249}",-0.6249,tres negatif,1,Vendeurs,1,personnel
26413,46020,46020,2021-06-15 15:28:45,565c8ee33440cd4d3f4819d3,Castorama,2214.0,EST,1470,4 rue René Cassin,Chalon Sur Saone,GOOGLE_MY_BUSINESS,No,Europe/Paris,4.0,2021-06-18 16:17:30,4/5 étoiles (sans commentaire) (6),,,,,,,FRENCH,équipe surtout jeune 2 très jeunes femmes affaire connaissaient bien sujet enleve étoile car besoin seul raccord diélectrique abîmé boite 2 achetée bien ça vend quen lot dommage autrement très bien rayon plomberie peinture,bonjour ric merci davoir pris temp noter magasin satisfaction client moteur a bientôt léquipe magasin castorama,,,"{'neg': 0.201, 'neu': 0.702, 'pos': 0.098, 'compound': -0.7275}",-0.7275,tres negatif,1,Magasin,0,Magasin
26430,46046,46046,2021-06-15 12:56:57,565c8ee63440cd4d3f481a61,Castorama,2218.0,SUD,1433,centre commercial Plan De Campagne,Les Pennes Mirabeau,GOOGLE_MY_BUSINESS,No,Europe/Paris,1.0,2021-06-16 6:38:10,Attente,,,,,,,FRENCH,voila a testé achat enmagasin retrait marchandise porte interieures a carrement abandonné deux telephone salariés comptoir deux salariés absents bout 15minutes parti ben oui relève pause repas mal francais tout ca a mangé cest reste attente 1heure retrait marchandise horreur donc prochaine fois achat internet livraison tant pi sauvegarde lemploi,bonjour mme berengere lecompte navré sentiment suite visite sachez faisons maximum rendre disponible face type situation nhésitez demander cadre permanence magasin pourra très certainement trouver solution tous ca merci davoir pris temp partager avis jespère expérience meilleure lors prochaine visite a bientôt léquipe castorama,,,"{'neg': 0.205, 'neu': 0.706, 'pos': 0.089, 'compound': -0.7859}",-0.7859,tres negatif,2,Vendeurs,0,Magasin
